LabSampleNumber,CropYear,FarmID,Bin,FieldNumber,Variety,CollectionSampleType,SampleHarvestDate,SugarTestProcessedDate,SpecificGravity,BudEndSucroseGramPerLiter,BudEndGlucoseGramPerLiter,StemEndSucroseGramPerLiter,StemEndGlucoseGramPerLiter,FryTestType,FryColorScore,WeightedColorScore
2020092822,2020,2,PHM35,33710,Burbank,Off Harvest Line (Loading Conveyer),9/26/2020,9/28/2020,1.086,0.58,0.15,0.49,0.83,,,
2021021808,2020,2,PHM35,61260,Burbank,Out-of-Storage (Bin),2/18/2021,2/18/2021,1.081,0,0,0,0,,,
2020082725,2020,2,PRK-FRYLAB,61180,Burbank,Direct From Field,8/27/2020,8/27/2020,1.077,0.35,0.09,0.43,0.28,,,
2020082520,2020,2,PRK-FRYLAB,61430,Burbank,Direct From Field,8/25/2020,8/25/2020,1.081,0.37,0.06,0.42,0.1,,,
2021061006,2020,2,OTL03,60300,Burbank,Out-of-Storage (Bin),6/10/2021,6/10/2021,0,0,0,0,0,Blanch,2,7.49
2021061006,2020,2,OTL03,60300,Burbank,Out-of-Storage (Bin),6/10/2021,6/10/2021,0,0,0,0,0,Raw,17,18.31
2021042101,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.084,0.66,0.19,0.36,2.66,Blanch,16,14.18
2021042101,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.084,0.66,0.19,0.36,2.66,Raw,49,34.38
2021052111,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.084,0.28,0.18,0.15,2.66,Blanch,17,16.72
2021052111,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.084,0.28,0.18,0.15,2.66,Raw,38,28.15
2019090417,2019,2,NOBIN,61410,Burbank,Direct From Field,9/2/2019,9/4/2019,1.085,0.52,0.39,0.56,0.26,,,
2020082724,2020,2,PRK-FRYLAB,61470,Burbank,Direct From Field,8/27/2020,8/27/2020,1.07,0.76,0.18,0.43,0.14,,,
2019111914,2019,2,PHM45,61200,Burbank,Off Harvest Line (Loading Conveyer),11/19/2019,11/19/2019,1.087,0.09,1.19,0.12,1.95,Blanch,30,25.19
2019111914,2019,2,PHM45,61200,Burbank,Off Harvest Line (Loading Conveyer),11/19/2019,11/19/2019,1.087,0.09,1.19,0.12,1.95,Raw,38,33.18
2019090529,2019,2,NOBIN,33530,Burbank,Direct From Field,9/2/2019,9/5/2019,1.093,0.93,0.24,0.32,0.53,,,
2019120408,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.081,0.42,0.66,0.37,1.63,Blanch,19,18.1
2019120408,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.081,0.42,0.66,0.37,1.63,Raw,28,25
2020010805,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.083,0.51,0.28,0.28,1.56,Blanch,21,20.1
2020010805,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.083,0.51,0.28,0.28,1.56,Raw,36,27.48
2020111206,2020,2,OTL02,60810,Burbank,Out-of-Storage (Bin),9/11/2020,11/12/2020,1.083,0.51,0.55,0.48,2.77,Blanch,8,12.54
2020111206,2020,2,OTL02,60810,Burbank,Out-of-Storage (Bin),9/11/2020,11/12/2020,1.083,0.51,0.55,0.48,2.77,Raw,27,21.73
2019102521,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.076,0.51,0.46,0.29,1.31,Blanch,35,28.59
2019102521,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.076,0.51,0.46,0.29,1.31,Raw,32,29.2
2019100116,2019,2,PHM36,34270,Burbank,Off Harvest Line (Loading Conveyer),9/29/2019,10/1/2019,1.084,0.57,0.09,0.37,0.88,Blanch,2,10.66
2019100116,2019,2,PHM36,34270,Burbank,Off Harvest Line (Loading Conveyer),9/29/2019,10/1/2019,1.084,0.57,0.09,0.37,0.88,Raw,13,17
2020111133,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),9/25/2020,11/11/2020,1.079,0.57,0.2,0.29,1.69,Blanch,5,10.24
2020111133,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),9/25/2020,11/11/2020,1.079,0.57,0.2,0.29,1.69,Raw,12,15.08
2020111219,2020,2,OTL05,61180,Burbank,Out-of-Storage (Bin),9/21/2020,11/12/2020,1.09,0.5,0.32,0.29,2.64,Blanch,4,10.24
2020111219,2020,2,OTL05,61180,Burbank,Out-of-Storage (Bin),9/21/2020,11/12/2020,1.09,0.5,0.32,0.29,2.64,Raw,11,14.37
2019102331,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.089,0.54,0.1,0.38,0.94,Blanch,31,24.67
2019102331,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.089,0.54,0.1,0.38,0.94,Raw,30,22.08
2019110509,2019,2,OTL01,60370,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.087,0.8,0.26,0.4,1.86,Blanch,29,23.12
2019110509,2019,2,OTL01,60370,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.087,0.8,0.26,0.4,1.86,Raw,31,25.41
2020092116,2020,2,PHM35,34100,Burbank,Off Harvest Line (Loading Conveyer),9/18/2020,9/21/2020,1.086,0.72,0.12,0.84,0.75,,,
2019082610,2019,2,NOBIN,33200,Burbank,Direct From Field,8/19/2019,8/26/2019,1.079,0.97,0.09,0.57,0.23,,,
2020030509,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.08,0.49,0.78,0.41,2.54,Blanch,9,13.85
2020030509,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.08,0.49,0.78,0.41,2.54,Raw,29,23.22
2019092509,2019,2,OTL05,34160,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/25/2019,1.086,0.48,0.09,0.41,0.61,Blanch,3,11.65
2019092509,2019,2,OTL05,34160,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/25/2019,1.086,0.48,0.09,0.41,0.61,Raw,6,14.21
2021021905,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.095,0.54,0.25,0.24,2.43,Blanch,1,7.54
2021021905,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.095,0.54,0.25,0.24,2.43,Raw,12,15.36
2020020507,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.088,0.45,0.26,0.34,0.87,Blanch,5,11.94
2020020507,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.088,0.45,0.26,0.34,0.87,Raw,9,13.56
2019120603,2019,2,PHM43,34400,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.085,0.49,0.29,0.36,1.14,Blanch,2,11.82
2019120603,2019,2,PHM43,34400,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.085,0.49,0.29,0.36,1.14,Raw,35,27.92
2020092912,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),9/14/2020,9/29/2020,1.094,0.93,0.2,0.56,1.72,Blanch,5,10.86
2020092912,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),9/14/2020,9/29/2020,1.094,0.93,0.2,0.56,1.72,Raw,8,13.66
2021063029,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Blanch,33,27.04
2021063029,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Raw,57,41.44
2020121018,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.081,0.59,0.3,0.53,2.11,Blanch,11,13.1
2020121018,2020,2,PHM35,60920,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.081,0.59,0.3,0.53,2.11,Raw,27,20.7
2019100823,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.084,0.61,0.15,0.29,1.19,Blanch,14,16.43
2019100823,2019,2,PHM43,34280,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.084,0.61,0.15,0.29,1.19,Raw,9,15.27
2019082106,2019,2,NOBIN,34400,Burbank,Direct From Field,8/19/2019,8/21/2019,1.082,1.23,0.1,1.18,0.15,,,
2019090621,2019,2,NOBIN,34280,Burbank,Direct From Field,9/6/2019,9/6/2019,1.085,1.67,0.11,1.17,0.09,,,
2019110402,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.082,0.44,0.23,0.24,0.89,Blanch,23,20.18
2019110402,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.082,0.44,0.23,0.24,0.89,Raw,18,18.07
2020010910,2019,2,OTL06,33480,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.081,0.52,0.4,0.3,1.71,Blanch,26,22.99
2020010910,2019,2,OTL06,33480,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.081,0.52,0.4,0.3,1.71,Raw,42,32.45
2019102115,2019,2,PHM45,34880,Burbank,Off Harvest Line (Loading Conveyer),10/21/2019,10/21/2019,1.09,0.99,0.54,0.4,1.84,Blanch,38,31.35
2019102115,2019,2,PHM45,34880,Burbank,Off Harvest Line (Loading Conveyer),10/21/2019,10/21/2019,1.09,0.99,0.54,0.4,1.84,Raw,41,32.88
2019102308,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.083,0.63,0.25,0.24,1.23,Blanch,29,21.75
2019102308,2019,2,PHM44,33200,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.083,0.63,0.25,0.24,1.23,Raw,39,30.05
2021010703,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),1/7/2021,1/7/2021,1.076,0.37,0.26,0.34,1.23,Blanch,1,7.25
2021010703,2020,2,PHM35,34100,Burbank,Out-of-Storage (Bin),1/7/2021,1/7/2021,1.076,0.37,0.26,0.34,1.23,Raw,0,8.51
2021052104,2020,2,OTL05,61460,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.091,0.35,0.01,0.36,1.66,Raw,19,17.58
2019092604,2019,2,OTL01,33330,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/26/2019,1.088,0.66,0.12,0.42,0.95,Blanch,2,11.78
2019092604,2019,2,OTL01,33330,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/26/2019,1.088,0.66,0.12,0.42,0.95,Raw,15,17.4
2021062103,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),6/21/2021,6/21/2021,0,0,0,0,0,Blanch,4,11.36
2021062103,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),6/21/2021,6/21/2021,0,0,0,0,0,Raw,31,26.21
2021042114,2020,2,PHM35,61260,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.085,0.39,0.27,0.39,1.67,Blanch,8,11.43
2021042114,2020,2,PHM35,61260,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.085,0.39,0.27,0.39,1.67,Raw,31,24.79
2020020502,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.081,0.51,0.37,0.28,1.74,Blanch,22,20.58
2020020502,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.081,0.51,0.37,0.28,1.74,Raw,47,34.16
2019110506,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.084,0.38,0.44,0.36,1.49,Blanch,29,22.85
2019110506,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.084,0.38,0.44,0.36,1.49,Raw,36,26.32
2020100902,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),9/26/2020,10/9/2020,1.086,0.89,0.14,0.47,1.32,Blanch,1,5.94
2020100902,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),9/26/2020,10/9/2020,1.086,0.89,0.14,0.47,1.32,Raw,10,13.67
2019110405,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.079,0.53,1.03,0.33,2.18,Blanch,35,27.84
2019110405,2019,2,PHM45,34880,Burbank,Out-of-Storage (Bin),11/4/2019,11/4/2019,1.079,0.53,1.03,0.33,2.18,Raw,44,34.55
2020100110,2020,2,VIN02,61330,Burbank,Out-of-Storage (Bin),9/17/2020,10/1/2020,1.088,0.84,0.26,0.48,2.23,Blanch,4,9.37
2020100110,2020,2,VIN02,61330,Burbank,Out-of-Storage (Bin),9/17/2020,10/1/2020,1.088,0.84,0.26,0.48,2.23,Raw,12,16.29
2020093026,2020,2,VIN01,61450,Burbank,Out-of-Storage (Bin),9/11/2020,9/30/2020,1.092,0.96,0.42,0.61,2.55,Blanch,3,10.03
2020093026,2020,2,VIN01,61450,Burbank,Out-of-Storage (Bin),9/11/2020,9/30/2020,1.092,0.96,0.42,0.61,2.55,Raw,16,18.6
2021010813,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.082,0.8,0.61,0.25,2.4,Blanch,5,12.39
2021010813,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.082,0.8,0.61,0.25,2.4,Raw,18,18.1
2021010825,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.089,0.74,0.28,0.55,2.81,Blanch,4,10.49
2021010825,2020,2,VIN02,61430,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.089,0.74,0.28,0.55,2.81,Raw,19,17.67
2019110622,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.093,0.53,0.67,0.27,2.68,Blanch,30,23.98
2019110622,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.093,0.53,0.67,0.27,2.68,Raw,40,30.5
2020101320,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),9/14/2020,10/13/2020,1.079,1.08,0.54,0.48,1.95,Blanch,7,10.19
2020101320,2020,2,OTL02,61070,Burbank,Out-of-Storage (Bin),9/14/2020,10/13/2020,1.079,1.08,0.54,0.48,1.95,Raw,12,13.98
2019102226,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.088,0.64,0.22,0.34,1.7,Blanch,30,23.76
2019102226,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.088,0.64,0.22,0.34,1.7,Raw,36,27.98
2019100813,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.078,0.6,0.2,0.34,1.1,Blanch,11,17.04
2019100813,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),10/8/2019,10/8/2019,1.078,0.6,0.2,0.34,1.1,Raw,26,22.05
2021082616,2021,2,PRK-FRYLAB,61530,Burbank,Direct From Field,8/26/2021,8/26/2021,1.07,0,0,0,0,,,
2021063015,2020,2,VIN01,60210,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.087,0.45,0.08,0.39,1.63,Blanch,6,10.31
2021063015,2020,2,VIN01,60210,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.087,0.45,0.08,0.39,1.63,Raw,30,22.09
2019110524,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.091,0.55,0.32,0.5,2.06,Blanch,35,26.84
2019110524,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),11/5/2019,11/5/2019,1.091,0.55,0.32,0.5,2.06,Raw,47,36.17
2020101329,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),9/9/2020,10/13/2020,1.082,0.84,0.37,0.47,1.7,Blanch,4,9.91
2020101329,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),9/9/2020,10/13/2020,1.082,0.84,0.37,0.47,1.7,Raw,13,14.64
2021052114,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.081,0.32,0.19,0.29,1.51,Blanch,4,10.1
2021052114,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.081,0.32,0.19,0.29,1.51,Raw,29,24.78
2021021924,2020,2,OTL05,61190,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.085,0.46,0.16,0.5,2.71,Blanch,5,10.63
2021021924,2020,2,OTL05,61190,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.085,0.46,0.16,0.5,2.71,Raw,24,19.89
2020102708,2020,2,OTL01,33350,Burbank,Out-of-Storage (Bin),9/9/2020,10/27/2020,1.07,0.92,0.45,0.64,2.29,Blanch,8,10.8
2020102708,2020,2,OTL01,33350,Burbank,Out-of-Storage (Bin),9/9/2020,10/27/2020,1.07,0.92,0.45,0.64,2.29,Raw,19,18.25
2019090401,2019,2,NOBIN,60580,Burbank,Direct From Field,9/2/2019,9/4/2019,1.086,0.99,1.2,0.51,0.45,,,
2021063011,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.085,0.39,0.16,0.39,1.66,Blanch,7,10.58
2021063011,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.085,0.39,0.16,0.39,1.66,Raw,25,22.61
2021042115,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.085,0.41,0.29,0.55,2.51,Blanch,6,8.9
2021042115,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),4/21/2021,4/21/2021,1.085,0.41,0.29,0.55,2.51,Raw,26,19.83
2019100221,2019,2,PHM35,33450,Burbank,Off Harvest Line (Loading Conveyer),10/2/2019,10/2/2019,1.084,0.59,0.1,0.61,1.09,Blanch,18,18.1
2019100221,2019,2,PHM35,33450,Burbank,Off Harvest Line (Loading Conveyer),10/2/2019,10/2/2019,1.084,0.59,0.1,0.61,1.09,Raw,22,18.59
2019120312,2019,2,PHM35,61410,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.1,0.51,0.32,0.54,1.48,Blanch,3,12.89
2019120312,2019,2,PHM35,61410,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.1,0.51,0.32,0.54,1.48,Raw,37,28.95
2019120512,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),12/5/2019,12/5/2019,1.081,0.36,0.34,0.28,1.76,Blanch,18,19.54
2019120512,2019,2,OTL03,33530,Burbank,Out-of-Storage (Bin),12/5/2019,12/5/2019,1.081,0.36,0.34,0.28,1.76,Raw,33,26.43
2021082625,2021,2,PRK-FRYLAB,61500,Burbank,Direct From Field,8/26/2021,8/26/2021,1.073,0,0,0,0,,,
2020101307,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),9/9/2020,10/13/2020,1.075,0.92,0.54,0.76,2.28,Blanch,11,13.37
2020101307,2020,2,OTL01,34220,Burbank,Out-of-Storage (Bin),9/9/2020,10/13/2020,1.075,0.92,0.54,0.76,2.28,Raw,27,23.09
2019110614,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.085,0.49,0.4,0.34,1.4,Blanch,20,19.69
2019110614,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.085,0.49,0.4,0.34,1.4,Raw,28,23.87
2019111904,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.092,0.3,0.51,0.42,2.6,Blanch,32,26.39
2019111904,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.092,0.3,0.51,0.42,2.6,Raw,46,32.15
2020020505,2019,2,OTL02,33330,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.08,0.48,0.41,0.26,2.11,Blanch,20,17.62
2020020505,2019,2,OTL02,33330,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.08,0.48,0.41,0.26,2.11,Raw,27,22.82
2020020516,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.088,0.57,0.48,0.56,2.1,Blanch,29,25.67
2020020516,2019,2,VIN01,60260,Burbank,Out-of-Storage (Bin),2/5/2020,2/5/2020,1.088,0.57,0.48,0.56,2.1,Raw,52,38.95
2020010815,2019,2,PHM43,34400,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.082,0.57,0.27,0.4,1.33,Blanch,31,26.45
2020010815,2019,2,PHM43,34400,Burbank,Out-of-Storage (Bin),1/8/2020,1/8/2020,1.082,0.57,0.27,0.4,1.33,Raw,28,23.72
2019102219,2019,2,OTL05,61410,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.091,0.64,0.2,0.45,1.43,Blanch,20,18.12
2019102219,2019,2,OTL05,61410,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.091,0.64,0.2,0.45,1.43,Raw,39,30.47
2020092118,2020,2,OTL05,61190,Burbank,Off Harvest Line (Loading Conveyer),9/20/2020,9/21/2020,1.089,0.57,0.1,1.08,1.04,,,
2019091804,2019,2,PHM43,60970,Burbank,Off Harvest Line (Loading Conveyer),9/16/2019,9/18/2019,1.085,0.56,0.11,0.54,0.57,Blanch,6,12.66
2019091804,2019,2,PHM43,60970,Burbank,Off Harvest Line (Loading Conveyer),9/16/2019,9/18/2019,1.085,0.56,0.11,0.54,0.57,Raw,12,15.64
2019111907,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.087,0.17,0.48,0.02,1.75,Blanch,19,19.59
2019111907,2019,2,PHM40,34700,Burbank,Out-of-Storage (Bin),11/19/2019,11/19/2019,1.087,0.17,0.48,0.02,1.75,Raw,38,32.3
2020030521,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.081,0.46,0.25,0.27,0.94,Blanch,0,8.06
2020030521,2019,2,VIN02,60580,Burbank,Out-of-Storage (Bin),3/5/2020,3/5/2020,1.081,0.46,0.25,0.27,0.94,Raw,,
2019102441,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.085,0.65,0.24,0.32,1.81,Blanch,32,24.37
2019102441,2019,2,VIN01,60250,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.085,0.65,0.24,0.32,1.81,Raw,40,30.67
2020010906,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.09,0.62,0.69,0.48,2.68,Blanch,32,25.66
2020010906,2019,2,OTL03,61250,Burbank,Out-of-Storage (Bin),1/9/2020,1/9/2020,1.09,0.62,0.69,0.48,2.68,Raw,45,32.85
2021070908,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Blanch,17,16.93
2021070908,2020,2,PHM43,60490,Burbank,Out-of-Storage (Bin),7/9/2021,7/9/2021,0,0,0,0,0,Raw,29,25.13
2021021910,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.086,0.57,0.26,0.28,2.4,Blanch,2,8.66
2021021910,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),2/19/2021,2/19/2021,1.086,0.57,0.26,0.28,2.4,Raw,16,15.26
2021010827,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.082,0.46,0.31,0.37,2.1,Blanch,3,8.65
2021010827,2020,2,VIN01,61470,Burbank,Out-of-Storage (Bin),1/8/2021,1/8/2021,1.082,0.46,0.31,0.37,2.1,Raw,12,15
2019090425,2019,2,NOBIN,60970,Burbank,Direct From Field,9/3/2019,9/4/2019,1.087,0.82,0.14,0.63,0.35,,,
2021042216,2020,2,PHM43,33740,Burbank,Out-of-Storage (Bin),4/22/2021,4/22/2021,1.087,0,0,0,0,,,
2019100201,2019,2,OTL06,33490,Burbank,Out-of-Storage (Bin),10/2/2019,10/2/2019,1.082,0.43,0.1,0.2,1.23,,,
2021052101,2020,2,OTL02,61170,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.092,0.34,0.07,0.3,2.66,Blanch,0,6.8
2021052101,2020,2,OTL02,61170,Burbank,Out-of-Storage (Bin),5/21/2021,5/21/2021,1.092,0.34,0.07,0.3,2.66,Raw,32,22.26
2019102420,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.087,0.67,0.24,0.35,1.31,Blanch,15,18.24
2019102420,2019,2,VIN01,60270,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.087,0.67,0.24,0.35,1.31,Raw,24,22.34
2019102325,2019,2,PHM42,61240,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.081,0.6,0.27,0.27,1.2,Blanch,26,22.24
2019102325,2019,2,PHM42,61240,Burbank,Out-of-Storage (Bin),10/23/2019,10/23/2019,1.081,0.6,0.27,0.27,1.2,Raw,34,24.9
2019120404,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.082,0.54,0.25,0.41,2.23,Blanch,32,24.69
2019120404,2019,2,PHM36,34650,Burbank,Out-of-Storage (Bin),12/4/2019,12/4/2019,1.082,0.54,0.25,0.41,2.23,Raw,43,30.08
2019090504,2019,2,NOBIN,61220,Burbank,Direct From Field,9/3/2019,9/5/2019,1.084,0.71,0.14,0.64,0.4,,,
2019102442,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.083,0.36,0.27,0.3,0.73,Blanch,15,17.12
2019102442,2019,2,PHM43,60180,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.083,0.36,0.27,0.3,0.73,Raw,29,24.44
2020092814,2020,2,PHM35,60920,Burbank,Off Harvest Line (Loading Conveyer),9/25/2020,9/28/2020,1.084,0.59,0.13,0.27,0.65,,,
2021082621,2021,2,PRK-FRYLAB,34660,Burbank,Direct From Field,8/26/2021,8/26/2021,1.072,0,0,0,0,,,
2021063013,2020,2,VIN01,61450,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.087,0.45,0.18,0.31,2.45,Blanch,16,16.72
2021063013,2020,2,VIN01,61450,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.087,0.45,0.18,0.31,2.45,Raw,39,29.75
2020121026,2020,2,PHM42,33320,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.083,0.6,0.23,0.33,2.42,Blanch,2,9.04
2020121026,2020,2,PHM42,33320,Burbank,Out-of-Storage (Bin),12/10/2020,12/10/2020,1.083,0.6,0.23,0.33,2.42,Raw,17,17.94
2020121115,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.083,0.56,0.21,0.53,1.38,Blanch,3,7.72
2020121115,2020,2,PHM35,33710,Burbank,Out-of-Storage (Bin),12/11/2020,12/11/2020,1.083,0.56,0.21,0.53,1.38,Raw,9,12.96
