LabSampleNumber,CropYear,FarmID,Bin,FieldNumber,Variety,CollectionSampleType,SampleHarvestDate,SugarTestProcessedDate,SpecificGravity,BudEndSucroseGramPerLiter,BudEndGlucoseGramPerLiter,StemEndSucroseGramPerLiter,StemEndGlucoseGramPerLiter,FryTestType,FryColorScore,WeightedColorScore
2019121118,2019,1,PRK21,23750,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.085,0.52,0.32,0.48,1.51,Raw,41,33.15
2019102413,2019,1,PRK17,22660,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.089,0.42,0.24,0.25,1.41,Blanch,27,22.6
2019102413,2019,1,PRK17,22660,Burbank,Out-of-Storage (Bin),10/24/2019,10/24/2019,1.089,0.42,0.24,0.25,1.41,Raw,29,24.14
2019101012,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),10/10/2019,10/10/2019,1.089,0.37,0.17,0.31,0.91,Blanch,21,19.21
2019101012,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),10/10/2019,10/10/2019,1.089,0.37,0.17,0.31,0.91,Raw,15,17.21
2019090549,2019,1,NOBIN,20900,Burbank,Direct From Field,9/3/2019,9/5/2019,1.086,0.68,0.09,0.63,1.26,,,
2021011426,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.079,0.89,0.47,0.65,2.43,Blanch,13,13.62
2021011426,2020,1,PRK25,21090,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.079,0.89,0.47,0.65,2.43,Raw,36,27.21
2020102219,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),9/20/2020,10/22/2020,1.085,0.76,0.11,0.47,1.63,Blanch,5,10.19
2020102219,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),9/20/2020,10/22/2020,1.085,0.76,0.11,0.47,1.63,Raw,10,14.74
2020102216,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),9/17/2020,10/22/2020,1.082,0.7,0.36,0.36,1.41,Blanch,5,9.09
2020102216,2020,1,PRK17,23910,Burbank,Out-of-Storage (Bin),9/17/2020,10/22/2020,1.082,0.7,0.36,0.36,1.41,Raw,8,13.65
2019090542,2019,1,NOBIN,11940,Burbank,Direct From Field,9/5/2019,9/5/2019,1.09,0.73,0.13,0.52,0.68,,,
2019110704,2019,1,PRK25,23380,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.083,0.38,0.59,0.38,1.26,Blanch,32,25.94
2019110704,2019,1,PRK25,23380,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.083,0.38,0.59,0.38,1.26,Raw,36,28.6
2019101516,2019,1,OSG16,22180,Burbank,Off Harvest Line (Loading Conveyer),10/15/2019,10/15/2019,1.083,0.45,0.47,0.27,1.22,Blanch,11,14.34
2019101516,2019,1,OSG16,22180,Burbank,Off Harvest Line (Loading Conveyer),10/15/2019,10/15/2019,1.083,0.45,0.47,0.27,1.22,Raw,26,21.94
2019103014,2019,1,OSG17,20810,Burbank,Out-of-Storage (Bin),10/30/2019,10/30/2019,1.081,0.42,0.56,0.32,1.63,Blanch,24,20.18
2019103014,2019,1,OSG17,20810,Burbank,Out-of-Storage (Bin),10/30/2019,10/30/2019,1.081,0.42,0.56,0.32,1.63,Raw,40,32.35
2020020705,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.091,0.59,0.45,0.68,2.56,Blanch,17,18.61
2020020705,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.091,0.59,0.45,0.68,2.56,Raw,43,30.74
2019101112,2019,1,PRK05,20660,Burbank,Off Harvest Line (Loading Conveyer),10/11/2019,10/11/2019,1.084,0.48,0.08,0.54,0.59,Blanch,3,13.08
2019101112,2019,1,PRK05,20660,Burbank,Off Harvest Line (Loading Conveyer),10/11/2019,10/11/2019,1.084,0.48,0.08,0.54,0.59,Raw,23,19.93
2019120618,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.081,0.61,0.83,0.55,2.25,Blanch,38,31.69
2019120618,2019,1,OSG17,20800,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.081,0.61,0.83,0.55,2.25,Raw,60,45.78
2019092510,2019,1,BAD02,23830,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/25/2019,1.084,0.4,0.09,0.46,0.55,Blanch,2,11.67
2019092510,2019,1,BAD02,23830,Burbank,Off Harvest Line (Loading Conveyer),9/22/2019,9/25/2019,1.084,0.4,0.09,0.46,0.55,Raw,10,14.38
2021082415,2021,1,PRK-FRYLAB,23640,Burbank,Direct From Field,8/24/2021,8/24/2021,1.07,1.46,0.2,0.8,0.25,,,
2020021806,2019,1,PRK17,22660,Burbank,Out-of-Storage (Bin),2/18/2020,2/18/2020,1.087,0.31,0.4,0.02,1.67,Blanch,8,12.76
2020021806,2019,1,PRK17,22660,Burbank,Out-of-Storage (Bin),2/18/2020,2/18/2020,1.087,0.31,0.4,0.02,1.67,Raw,18,19.17
2019090312,2019,1,NOBIN,11500,Burbank,Direct From Field,9/1/2019,9/3/2019,1.085,0.43,0.11,0.22,0.1,,,
2019093013,2019,1,PRK16,21070,Burbank,Off Harvest Line (Loading Conveyer),9/26/2019,9/30/2019,1.088,0.47,0.07,0.38,0.62,Blanch,1,10.31
2019093013,2019,1,PRK16,21070,Burbank,Off Harvest Line (Loading Conveyer),9/26/2019,9/30/2019,1.088,0.47,0.07,0.38,0.62,Raw,4,13.61
2020082438,2020,1,PRK-FRYLAB,20490,Burbank,Direct From Field,8/24/2020,8/24/2020,1.083,0.42,0.06,0.42,0.09,,,
2019101513,2019,1,OSG16,11840,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.083,0.77,0.47,0.31,1.2,Blanch,16,17.07
2019101513,2019,1,OSG16,11840,Burbank,Out-of-Storage (Bin),10/15/2019,10/15/2019,1.083,0.77,0.47,0.31,1.2,Raw,35,26.84
2021082341,2021,1,PRK-FRYLAB,22460,Burbank,Direct From Field,8/23/2021,8/23/2021,1.085,0.82,0.15,0.47,0.17,,,
2020092911,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),9/17/2020,9/29/2020,1.086,0.45,1.5,0.42,1.5,Blanch,7,9.91
2020092911,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),9/17/2020,9/29/2020,1.086,0.45,1.5,0.42,1.5,Raw,23,18.75
2019121106,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.081,0.54,0.41,0.5,1.68,Blanch,32,26.19
2019121106,2019,1,PRK21,23050,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.081,0.54,0.41,0.5,1.68,Raw,49,37.47
2019090528,2019,1,NOBIN,22250,Burbank,Direct From Field,9/3/2019,9/5/2019,1.073,0.37,0.19,0.27,0.4,,,
2020121521,2020,1,PRK17,23900,Burbank,Out-of-Storage (Bin),9/25/2020,12/15/2020,1.08,0.54,0.27,0.36,1.35,Blanch,1,6.93
2020121521,2020,1,PRK17,23900,Burbank,Out-of-Storage (Bin),9/25/2020,12/15/2020,1.08,0.54,0.27,0.36,1.35,Raw,14,15.81
2019082032,2019,1,NOBIN,23400,Burbank,Direct From Field,8/19/2019,8/20/2019,1.083,0.71,0.32,0.38,0.09,,,
2020082501,2020,1,PRK-FRYLAB,23010,Burbank,Direct From Field,8/25/2020,8/25/2020,1.078,0.49,0.08,0.25,0.12,,,
2019090322,2019,1,NOBIN,20840,Burbank,Direct From Field,9/3/2019,9/3/2019,1.083,0.42,0.06,0.52,0.47,,,
2019082220,2019,1,NOBIN,23390,Burbank,Direct From Field,8/19/2019,8/22/2019,1.086,0.59,0.28,0.53,0.14,,,
2020082406,2020,1,PRK-FRYLAB,11290,Burbank,Direct From Field,8/24/2020,8/24/2020,1.077,0.59,0.23,0.75,0.32,,,
2019082010,2019,1,NOBIN,23050,Burbank,Direct From Field,8/19/2019,8/20/2019,1.074,0.73,0.15,0.63,0.05,,,
2020082431,2020,1,PRK-FRYLAB,23560,Burbank,Direct From Field,8/24/2020,8/24/2020,1.08,0.28,0.02,0.22,0.05,,,
2021063028,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Blanch,32,27.33
2021063028,2020,1,OSG13,23560,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,0,0,0,0,0,Raw,56,42.99
2019090325,2019,1,NOBIN,22020,Burbank,Direct From Field,9/3/2019,9/3/2019,1.086,0.28,0.05,0.47,0.32,,,
2020082445,2020,1,PRK-FRYLAB,23950,Burbank,Direct From Field,8/24/2020,8/24/2020,1.081,0.39,0.09,0.32,0.11,,,
2020121411,2020,1,PRK16,23950,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.083,0.62,0.12,0.4,1.8,Blanch,2,8.73
2020121411,2020,1,PRK16,23950,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.083,0.62,0.12,0.4,1.8,Raw,15,16.22
2021041406,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.08,0.56,0.25,0.29,1.73,Blanch,4,10.53
2021041406,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.08,0.56,0.25,0.29,1.73,Raw,22,20.25
2021020512,2020,1,PRK17,23920,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.08,0.49,0.21,0.47,2.56,Blanch,8,11.4
2021020512,2020,1,PRK17,23920,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.08,0.49,0.21,0.47,2.56,Raw,18,18.41
2019100931,2019,1,PRK23,23770,Burbank,Off Harvest Line (Loading Conveyer),10/9/2019,10/9/2019,1.083,0.41,0.05,0.42,0.29,Blanch,2,9.64
2019100931,2019,1,PRK23,23770,Burbank,Off Harvest Line (Loading Conveyer),10/9/2019,10/9/2019,1.083,0.41,0.05,0.42,0.29,Raw,1,10.39
2019121108,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.085,0.56,0.41,0.33,1.61,Blanch,43,31.66
2019121108,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),12/11/2019,12/11/2019,1.085,0.56,0.41,0.33,1.61,Raw,45,35.26
2021051704,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),5/17/2021,5/17/2021,1.077,0.29,0.14,0.07,1.93,Blanch,14,14.03
2021051704,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),5/17/2021,5/17/2021,1.077,0.29,0.14,0.07,1.93,Raw,31,24.93
2021020502,2020,1,BAD02,23980,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.08,0.51,0.22,0.25,1.63,Blanch,2,7.6
2021020502,2020,1,BAD02,23980,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.08,0.51,0.22,0.25,1.63,Raw,12,14.57
2020102325,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),9/10/2020,10/23/2020,1.084,0.71,0.38,0.51,1.33,Blanch,2,7.23
2020102325,2020,1,OSG15,23510,Burbank,Out-of-Storage (Bin),9/10/2020,10/23/2020,1.084,0.71,0.38,0.51,1.33,Raw,4,10.73
2021050602,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),5/6/2021,5/6/2021,0,0,0,0,0,Blanch,9,12.65
2021050602,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),5/6/2021,5/6/2021,0,0,0,0,0,Raw,41,29.99
2021020503,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.07,0.57,0.28,0.41,2.33,Blanch,5,10.04
2021020503,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),2/5/2021,2/5/2021,1.07,0.57,0.28,0.41,2.33,Raw,20,17.47
2020121403,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.079,0.49,0.26,0.33,2.18,Blanch,4,9.12
2020121403,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.079,0.49,0.26,0.33,2.18,Raw,18,17.45
2019111316,2019,1,PRK01,11430,Burbank,Out-of-Storage (Bin),11/13/2019,11/13/2019,1.086,0.04,0.38,0.01,0.96,Blanch,23,19.2
2019111316,2019,1,PRK01,11430,Burbank,Out-of-Storage (Bin),11/13/2019,11/13/2019,1.086,0.04,0.38,0.01,0.96,Raw,31,24.67
2021011427,2020,1,PRK20,11010,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.083,0.42,0.25,0.44,2.55,Blanch,5,9.73
2021011427,2020,1,PRK20,11010,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.083,0.42,0.25,0.44,2.55,Raw,10,14.64
2019090453,2019,1,NOBIN,23780,Burbank,Direct From Field,9/4/2019,9/4/2019,1.082,1.29,0.05,0.8,0.05,,,
2021082330,2021,1,PRK-FRYLAB,24080,Burbank,Direct From Field,8/23/2021,8/23/2021,1.078,0.89,0.14,0.47,0.09,,,
2019100117,2019,1,PRK12,23730,Burbank,Off Harvest Line (Loading Conveyer),9/29/2019,10/1/2019,1.093,0.49,0.12,0.37,0.63,Blanch,2,10.31
2019100117,2019,1,PRK12,23730,Burbank,Off Harvest Line (Loading Conveyer),9/29/2019,10/1/2019,1.093,0.49,0.12,0.37,0.63,Raw,4,11.87
2020121410,2020,1,OSG15,24000,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.088,0.57,0.44,0.48,1.86,Blanch,2,7.3
2020121410,2020,1,OSG15,24000,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.088,0.57,0.44,0.48,1.86,Raw,26,21.46
2020011523,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),1/15/2020,1/15/2020,1.09,0.49,0.31,0.45,0.95,Blanch,15,17.25
2020011523,2019,1,PRK32,23740,Burbank,Out-of-Storage (Bin),1/15/2020,1/15/2020,1.09,0.49,0.31,0.45,0.95,Raw,20,20.81
2019090543,2019,1,NOBIN,22160,Burbank,Direct From Field,9/3/2019,9/5/2019,1.085,0.73,0.12,0.4,1.54,,,
2021052007,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),5/20/2021,5/20/2021,0,0,0,0,0,Blanch,14,20.21
2021052007,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),5/20/2021,5/20/2021,0,0,0,0,0,Raw,33,27.87
2020082444,2020,1,PRK-FRYLAB,23940,Burbank,Direct From Field,8/24/2020,8/24/2020,1.08,0.62,0.08,0.38,0.06,,,
2019090324,2019,1,NOBIN,23840,Burbank,Direct From Field,9/2/2019,9/3/2019,1.082,1.08,0.19,0.43,0.16,,,
2019110612,2019,1,PRK16,21070,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.083,0.37,0.28,0.12,1.25,Blanch,13,14.44
2019110612,2019,1,PRK16,21070,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.083,0.37,0.28,0.12,1.25,Raw,18,18.95
2020101525,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),9/17/2020,10/15/2020,1.08,0.82,0.33,0.39,1.95,Blanch,3,7.14
2020101525,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),9/17/2020,10/15/2020,1.08,0.82,0.33,0.39,1.95,Raw,10,14.14
2020110407,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),11/4/2020,11/4/2020,1.082,0.58,0.27,0.35,1.92,Blanch,2,8.14
2020110407,2020,1,PRK21,11650,Burbank,Out-of-Storage (Bin),11/4/2020,11/4/2020,1.082,0.58,0.27,0.35,1.92,Raw,10,14.28
2021041314,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.084,0.46,0.18,0.54,2.2,Blanch,6,11.02
2021041314,2020,1,BAD01,23960,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.084,0.46,0.18,0.54,2.2,Raw,28,24.74
2019102215,2019,1,OSG14,22960,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.083,0.32,0.19,0.27,1.6,Blanch,30,22.98
2019102215,2019,1,OSG14,22960,Burbank,Out-of-Storage (Bin),10/22/2019,10/22/2019,1.083,0.32,0.19,0.27,1.6,Raw,31,24.57
2021041412,2020,1,OSG15,24010,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.087,0.47,0.21,0.49,1.68,Blanch,6,9.65
2021041412,2020,1,OSG15,24010,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.087,0.47,0.21,0.49,1.68,Raw,26,21.19
2019110116,2019,1,PRK01,11430,Burbank,Out-of-Storage (Bin),11/1/2019,11/1/2019,1.084,0.39,0.29,0.34,1.15,Blanch,15,16.63
2019110116,2019,1,PRK01,11430,Burbank,Out-of-Storage (Bin),11/1/2019,11/1/2019,1.084,0.39,0.29,0.34,1.15,Raw,24,20.76
2021082409,2021,1,PRK-FRYLAB,23090,Burbank,Direct From Field,8/24/2021,8/24/2021,1.078,0.68,0.06,0.34,0.12,,,
2019110109,2019,1,PRK05,20660,Burbank,Out-of-Storage (Bin),11/1/2019,11/1/2019,1.083,0.49,0.22,0.29,1.07,Blanch,11,15.46
2019110109,2019,1,PRK05,20660,Burbank,Out-of-Storage (Bin),11/1/2019,11/1/2019,1.083,0.49,0.22,0.29,1.07,Raw,29,24.56
2019102520,2019,1,OSG14,23140,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.083,0.6,0.17,0.22,0.79,Blanch,9,13.74
2019102520,2019,1,OSG14,23140,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.083,0.6,0.17,0.22,0.79,Raw,19,19.16
2021041402,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.08,0.55,0.13,0.55,2.14,Blanch,8,11.02
2021041402,2020,1,PRK20,23040,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.08,0.55,0.13,0.55,2.14,Raw,41,29.89
2020101430,2020,1,PRK12,23010,Burbank,Out-of-Storage (Bin),9/22/2020,10/14/2020,1.077,0.63,0.13,0.46,1.32,Blanch,2,9.05
2020101430,2020,1,PRK12,23010,Burbank,Out-of-Storage (Bin),9/22/2020,10/14/2020,1.077,0.63,0.13,0.46,1.32,Raw,11,14.25
2021011422,2020,1,PRK21,11700,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.083,0.6,0.26,0.34,2.54,Blanch,15,15.66
2021011422,2020,1,PRK21,11700,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.083,0.6,0.26,0.34,2.54,Raw,15,16.36
2021041315,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.08,0.54,0.23,0.65,3.05,Blanch,23,18.45
2021041315,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.08,0.54,0.23,0.65,3.05,Raw,52,35.19
2021063023,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.081,0.2,0.15,0.13,1.24,Blanch,6,10.97
2021063023,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),6/30/2021,6/30/2021,1.081,0.2,0.15,0.13,1.24,Raw,20,17.67
2019110606,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.084,0.5,0.35,0.18,1.43,Blanch,13,16.74
2019110606,2019,1,OSG15,22160,Burbank,Out-of-Storage (Bin),11/6/2019,11/6/2019,1.084,0.5,0.35,0.18,1.43,Raw,26,22.61
2020092120,2020,1,PRK17,23910,Burbank,Off Harvest Line (Loading Conveyer),9/17/2020,9/21/2020,1.091,0.82,0.16,0.77,0.72,,,
2019082027,2019,1,NOBIN,22960,Burbank,Direct From Field,8/19/2019,8/20/2019,1.084,0.58,0.12,0.42,0.11,,,
2019082025,2019,1,NOBIN,20660,Burbank,Direct From Field,8/19/2019,8/20/2019,1.073,1,0.17,0.8,0.18,,,
2021051802,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.072,0.45,0.05,0.23,1.59,Blanch,9,11.53
2021051802,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.072,0.45,0.05,0.23,1.59,Raw,31,24.61
2020082429,2020,1,PRK-FRYLAB,11010,Burbank,Direct From Field,8/24/2020,8/24/2020,1.071,0.23,0.06,0.33,0.17,,,
2020092817,2020,1,OSG14,22050,Burbank,Off Harvest Line (Loading Conveyer),9/24/2020,9/28/2020,1.08,0.56,0.13,0.35,0.88,,,
2020020704,2019,1,PRK23,23770,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.085,0.32,0.26,0.21,0.67,Blanch,9,12.79
2020020704,2019,1,PRK23,23770,Burbank,Out-of-Storage (Bin),2/7/2020,2/7/2020,1.085,0.32,0.26,0.21,0.67,Raw,28,22.13
2020121409,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.08,0.51,0.16,0.5,1.31,Blanch,1,8.34
2020121409,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),12/14/2020,12/14/2020,1.08,0.51,0.16,0.5,1.31,Raw,12,15.78
2020092310,2020,1,PRK12,23010,Burbank,Off Harvest Line (Loading Conveyer),9/22/2020,9/23/2020,1.087,0.62,0.09,0.48,0.57,,,
2019110716,2019,1,PRK13,11980,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.089,0.27,0.23,0.22,1.66,Blanch,24,20.89
2019110716,2019,1,PRK13,11980,Burbank,Out-of-Storage (Bin),11/7/2019,11/7/2019,1.089,0.27,0.23,0.22,1.66,Raw,39,30.24
2019120309,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.085,0.43,0.35,0.41,1.04,Blanch,19,18.84
2019120309,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.085,0.43,0.35,0.41,1.04,Raw,27,22.98
2019090405,2019,1,NOBIN,11970,Burbank,Direct From Field,9/3/2019,9/4/2019,1.081,0.73,0.18,0.56,0.65,,,
2021011421,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.087,0.43,0.26,0.26,1.84,Blanch,4,9.05
2021011421,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.087,0.43,0.26,0.26,1.84,Raw,13,15.03
2020102327,2020,1,PRK16,23950,Burbank,Out-of-Storage (Bin),9/27/2020,10/23/2020,1.089,0.99,0.17,0.66,1.92,,,
2020011001,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),1/10/2020,1/10/2020,1.082,0.45,0.4,0.41,1.08,Blanch,2,10.47
2020011001,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),1/10/2020,1/10/2020,1.082,0.45,0.4,0.41,1.08,Raw,23,20.2
2019082318,2019,1,NOBIN,20850,Burbank,Direct From Field,8/23/2019,8/23/2019,1.081,0.77,0.13,0.36,0.1,,,
2021082427,2021,1,PRK-FRYLAB,11080,Burbank,Direct From Field,8/24/2021,8/24/2021,1.078,0.75,0.27,0.28,0.14,,,
2021051807,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.086,0.44,0.16,0.16,2.31,Blanch,16,17.57
2021051807,2020,1,BAD01,20970,Burbank,Out-of-Storage (Bin),5/18/2021,5/18/2021,1.086,0.44,0.16,0.16,2.31,Raw,38,28.96
2019120308,2019,1,BAD02,23830,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.087,0.43,0.21,0.47,1.25,Blanch,30,24.62
2019120308,2019,1,BAD02,23830,Burbank,Out-of-Storage (Bin),12/3/2019,12/3/2019,1.087,0.43,0.21,0.47,1.25,Raw,33,26.06
2020092320,2020,1,OSG13,22590,Burbank,Off Harvest Line (Loading Conveyer),9/22/2020,9/23/2020,1.084,0.55,0.02,0.6,0.43,,,
2019101014,2019,1,PRK26,11500,Burbank,Off Harvest Line (Loading Conveyer),10/10/2019,10/10/2019,1.082,0.41,0.2,0.34,0.79,Blanch,29,22.96
2019101014,2019,1,PRK26,11500,Burbank,Off Harvest Line (Loading Conveyer),10/10/2019,10/10/2019,1.082,0.41,0.2,0.34,0.79,Raw,33,27.65
2020102305,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),9/22/2020,10/23/2020,1.079,0.64,0.15,0.56,1.14,Blanch,1,6.49
2020102305,2020,1,OSG13,22590,Burbank,Out-of-Storage (Bin),9/22/2020,10/23/2020,1.079,0.64,0.15,0.56,1.14,Raw,5,11.41
2020082436,2020,1,PRK-FRYLAB,22500,Burbank,Direct From Field,8/24/2020,8/24/2020,1.08,0.43,0.1,0.5,0.13,,,
2019082809,2019,1,NOBIN,11840,Burbank,Direct From Field,8/19/2019,8/28/2019,1.084,0.48,0.13,0.52,0.88,,,
2019102527,2019,1,OSG04,20830,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.082,0.51,0.68,0.28,1.69,Blanch,28,23.97
2019102527,2019,1,OSG04,20830,Burbank,Out-of-Storage (Bin),10/25/2019,10/25/2019,1.082,0.51,0.68,0.28,1.69,Raw,39,32.07
2019120613,2019,1,OSG15,20740,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.083,0.62,0.88,0.66,2.41,Blanch,38,32.39
2019120613,2019,1,OSG15,20740,Burbank,Out-of-Storage (Bin),12/6/2019,12/6/2019,1.083,0.62,0.88,0.66,2.41,Raw,60,47.27
2019082001,2019,1,NOBIN,11760,Burbank,Direct From Field,8/19/2019,8/20/2019,1.082,0.5,0.04,0.87,0.28,,,
2021041408,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.085,0.44,0.21,0.37,2.49,Blanch,11,14.5
2021041408,2020,1,PRK20,23930,Burbank,Out-of-Storage (Bin),4/14/2021,4/14/2021,1.085,0.44,0.21,0.37,2.49,Raw,45,31.39
2020031202,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),3/12/2020,3/12/2020,1.081,0.37,0.43,0.42,1.93,Blanch,1,7.84
2020031202,2019,1,PRK20,11600,Burbank,Out-of-Storage (Bin),3/12/2020,3/12/2020,1.081,0.37,0.43,0.42,1.93,Raw,27,21.12
2021011419,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.077,0.5,0.25,0.48,1.86,Blanch,3,8.99
2021011419,2020,1,PRK25,11860,Burbank,Out-of-Storage (Bin),1/14/2021,1/14/2021,1.077,0.5,0.25,0.48,1.86,Raw,10,14.77
2021082324,2021,1,PRK-FRYLAB,11730,Burbank,Direct From Field,8/23/2021,8/23/2021,1.089,0.58,0.73,0.54,0.25,,,
2019103123,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),10/31/2019,10/31/2019,1.092,0.48,0.48,0.43,0.99,Blanch,23,20.6
2019103123,2019,1,BAD02,23840,Burbank,Out-of-Storage (Bin),10/31/2019,10/31/2019,1.092,0.48,0.48,0.43,0.99,Raw,16,19.09
2021041312,2020,1,BAD02,23980,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.085,0.51,0.16,0.34,1.82,Blanch,4,7.32
2021041312,2020,1,BAD02,23980,Burbank,Out-of-Storage (Bin),4/13/2021,4/13/2021,1.085,0.51,0.16,0.34,1.82,Raw,21,18.03
